employee_id,age,years_experience,education_level,department,company_size,region,gender,ethnicity,marital_status,remote_status,training_hours,certifications_count,job_level,performance_rating,manager_feedback_score,work_life_balance_score,salary_satisfaction,annual_income_usd,bonus_percent,commute_time_minutes,overtime_hours_monthly,job_satisfaction_score,promoted_next_year,left_company
973,57,20,bachelor,IT,large,west,female,other,single,remote,30.0,0,mid,4.4,1.9,8.4,5.8,76089.0,10.9,40.0,2,6.5,no,no
974,25,4,PhD,HR,medium,south,female,hispanic,single,hybrid,15.0,0,mid,3.3,7.6,7.9,6.9,104402.0,19.9,32.0,5,7.7,no,no
975,39,19,master,Operations,large,south,male,white,divorced,hybrid,35.0,0,entry,3.0,5.7,7.4,1.5,54836.0,11.3,15.0,4,3.3,no,yes
976,34,36,bachelor,Finance,large,south,female,black,married,hybrid,29.0,1,mid,4.2,4.9,8.4,3.6,71119.0,0.0,31.0,6,1.0,no,yes
977,46,2,bachelor,Operations,medium,north,female,asian,divorced,on-site,24.0,1,entry,3.8,7.2,1.9,5.1,31052.0,18.7,29.0,2,2.3,no,yes
978,24,32,bachelor,Finance,medium,south,female,black,married,on-site,2.0,0,executive,4.3,1.3,7.1,3.4,87759.0,4.7,23.0,2,3.5,no,yes
979,45,8,bachelor,HR,medium,south,male,other,single,on-site,32.0,4,senior,2.2,3.0,3.4,1.4,112053.0,13.8,26.0,7,2.7,no,yes
980,62,8,bachelor,IT,large,north,male,hispanic,divorced,hybrid,38.0,2,entry,3.0,6.5,8.1,1.8,81465.0,10.3,30.0,2,8.4,no,no
981,45,3,bachelor,Operations,medium,west,male,other,married,remote,20.0,0,senior,3.0,8.6,9.6,8.2,97362.0,6.5,5.0,7,10.0,no,no
982,38,34,high school,Finance,small,south,female,black,single,hybrid,20.0,1,entry,3.0,4.4,9.1,9.2,92839.0,5.7,34.0,2,7.5,no,no
983,60,16,bachelor,Sales,medium,east,male,white,married,on-site,15.0,1,mid,3.5,3.3,2.0,2.4,55868.0,18.6,36.0,7,1.0,no,yes
984,28,33,high school,HR,medium,west,female,hispanic,married,on-site,4.0,0,executive,2.8,5.7,4.3,3.2,76484.0,18.2,35.0,7,4.2,no,no
985,59,23,high school,IT,small,east,female,hispanic,single,remote,14.0,0,entry,3.3,6.6,4.3,6.9,79878.0,10.3,27.0,6,5.7,no,no
986,60,31,high school,HR,small,south,male,black,divorced,hybrid,37.0,0,mid,3.1,4.8,2.1,9.6,46672.0,5.2,50.0,7,6.6,no,yes
987,34,0,bachelor,Sales,medium,north,female,other,single,remote,31.0,1,entry,4.2,8.9,1.9,3.7,98893.0,2.0,35.0,7,2.0,yes,yes
988,52,7,bachelor,IT,medium,north,female,black,divorced,hybrid,12.0,0,entry,3.8,5.7,4.5,8.7,59906.0,3.1,26.0,4,6.6,no,no
989,58,22,high school,Sales,medium,north,male,hispanic,married,on-site,14.0,2,mid,4.0,1.3,9.9,5.6,65664.0,10.4,18.0,4,5.7,no,no
990,53,39,bachelor,HR,small,south,female,black,married,remote,41.0,1,executive,2.6,3.0,6.1,9.6,64727.0,6.2,16.0,2,3.6,no,yes
991,43,11,bachelor,Finance,small,south,male,hispanic,married,remote,10.0,0,mid,3.0,5.1,6.6,2.2,70750.0,0.8,34.0,3,6.6,no,no
992,35,11,high school,HR,medium,east,male,other,divorced,hybrid,13.0,0,senior,2.1,7.3,5.2,9.8,128594.0,9.1,37.0,4,1.9,no,yes
993,53,14,bachelor,HR,medium,north,female,white,single,hybrid,16.0,1,senior,2.3,3.0,7.0,5.0,57869.0,14.9,31.0,5,8.3,no,no
994,45,18,master,HR,small,south,female,white,divorced,hybrid,6.0,1,entry,2.8,9.8,9.6,9.6,39083.0,17.8,29.0,3,10.0,no,no
995,37,25,master,Operations,medium,west,nonbinary,black,married,on-site,15.0,0,mid,2.2,3.9,6.3,5.1,73272.0,11.7,27.0,4,3.7,no,yes
996,53,28,bachelor,Sales,medium,south,female,hispanic,married,hybrid,15.0,0,mid,3.8,5.8,1.6,5.8,52740.0,14.5,35.0,2,2.5,no,yes
997,22,21,bachelor,Sales,small,south,female,white,single,on-site,11.0,1,mid,5.0,1.2,5.4,8.2,61828.0,7.3,22.0,6,3.6,no,yes
998,34,39,high school,Sales,small,west,female,hispanic,divorced,hybrid,33.0,2,entry,2.3,9.0,9.9,7.5,82397.0,9.9,30.0,4,5.7,no,no
999,60,20,high school,Operations,small,north,female,other,married,hybrid,8.0,0,executive,4.5,8.1,4.5,6.6,48249.0,14.6,31.0,3,4.6,yes,no
1000,60,37,high school,Finance,large,west,female,black,divorced,on-site,19.0,0,senior,2.4,2.8,6.3,4.8,62718.0,14.6,36.0,7,5.3,no,no
1001,59,19,PhD,HR,large,north,male,hispanic,divorced,hybrid,11.0,2,mid,4.0,9.4,2.0,8.1,75859.0,8.5,22.0,5,3.6,no,yes
1002,26,28,high school,Finance,large,west,female,black,single,on-site,18.0,1,mid,3.9,3.8,2.3,9.5,54433.0,10.9,20.0,9,5.6,no,yes
1003,26,3,high school,Operations,large,east,male,hispanic,single,on-site,11.0,0,entry,4.7,7.2,8.9,1.1,69209.0,18.5,30.0,7,4.6,yes,no
1004,23,6,master,Sales,medium,north,female,hispanic,married,hybrid,21.0,3,mid,2.3,8.4,3.7,6.3,75848.0,12.6,32.0,3,7.1,no,yes
1005,27,27,PhD,HR,medium,south,male,other,single,hybrid,23.0,0,senior,2.9,7.7,3.7,8.8,67674.0,12.9,30.0,4,7.9,no,yes
1006,28,27,master,IT,medium,east,female,black,divorced,remote,34.0,1,senior,2.3,9.3,4.5,6.9,73139.0,15.7,3.0,8,3.5,no,yes
1007,62,3,high school,IT,small,north,male,asian,single,hybrid,14.0,1,entry,3.2,8.8,9.7,8.2,77137.0,2.3,33.0,7,3.0,no,yes
1008,35,21,high school,Finance,medium,north,male,hispanic,divorced,remote,36.0,0,mid,4.7,10.0,1.8,9.1,56535.0,10.5,56.0,5,5.7,yes,yes
1009,49,11,bachelor,Sales,large,north,female,hispanic,married,hybrid,12.0,1,mid,4.3,2.6,8.4,7.8,40636.0,19.2,39.0,3,5.4,no,no
1010,53,2,high school,IT,medium,west,male,white,divorced,on-site,18.0,2,entry,4.2,3.7,4.1,7.5,49289.0,7.2,10.0,6,1.4,no,yes
1011,50,21,high school,Finance,medium,north,female,black,single,on-site,38.0,0,entry,3.6,6.7,8.6,9.7,46037.0,5.9,26.0,2,9.9,no,no
1012,59,1,bachelor,Operations,small,south,male,asian,single,remote,49.0,0,mid,4.7,7.6,9.9,8.8,94649.0,12.0,28.0,11,6.3,yes,no
1013,47,23,PhD,Finance,medium,north,male,other,married,hybrid,37.0,0,mid,3.3,5.8,4.1,8.3,35280.0,4.4,27.0,4,5.9,no,no
1014,56,33,bachelor,Finance,medium,south,male,asian,single,remote,18.0,3,entry,2.4,1.7,2.2,1.8,82562.0,11.1,18.0,7,1.0,no,yes
1015,49,26,bachelor,Finance,large,south,female,other,married,hybrid,25.0,1,entry,4.5,8.6,2.3,3.2,56309.0,3.1,21.0,7,1.0,yes,yes
1016,58,0,bachelor,HR,medium,south,male,asian,married,hybrid,27.0,3,entry,2.8,9.6,7.8,6.0,90708.0,11.6,39.0,6,8.8,no,no
1017,53,7,high school,Finance,large,east,female,asian,single,on-site,23.0,1,entry,2.2,4.6,2.3,7.4,61559.0,12.0,37.0,7,1.7,no,yes
1018,57,22,bachelor,Finance,medium,south,male,black,divorced,remote,10.0,2,mid,2.4,3.0,3.3,3.7,70620.0,8.4,29.0,4,4.2,no,yes
1019,47,37,high school,HR,large,west,male,white,married,on-site,22.0,4,entry,3.8,1.2,2.8,1.8,80348.0,7.7,39.0,2,1.0,no,yes
1020,53,5,high school,HR,medium,north,male,asian,divorced,on-site,15.0,1,entry,3.8,3.1,4.2,3.8,95085.0,4.9,23.0,8,2.5,no,yes
1021,24,21,master,Operations,medium,west,male,hispanic,single,on-site,10.0,0,senior,2.8,7.3,1.7,7.9,58598.0,6.6,27.0,5,4.0,no,yes
1022,42,24,high school,Sales,medium,east,female,hispanic,divorced,remote,17.0,1,entry,4.2,9.2,8.7,8.9,57671.0,10.0,26.0,5,7.1,yes,no
1023,22,17,PhD,IT,large,north,female,hispanic,divorced,hybrid,23.0,0,mid,4.3,1.8,8.7,9.2,80227.0,5.0,14.0,3,3.7,no,yes
1024,30,16,high school,IT,large,south,female,white,divorced,hybrid,30.0,0,executive,4.8,6.0,4.7,4.4,38260.0,15.7,27.0,4,5.5,no,no
1025,25,11,bachelor,Finance,small,north,male,asian,divorced,remote,17.0,0,mid,3.8,7.3,6.5,4.4,35649.0,14.2,46.0,2,6.9,no,no
1026,30,5,bachelor,Operations,small,east,male,other,single,hybrid,19.0,2,senior,4.3,3.5,6.8,4.7,77339.0,5.4,45.0,7,6.5,no,no
1027,53,25,high school,Finance,large,east,male,other,single,remote,28.0,1,mid,4.3,6.1,7.7,4.4,83384.0,1.9,31.0,6,4.1,no,no
1028,58,26,high school,IT,medium,west,female,black,divorced,remote,21.0,2,entry,2.8,7.4,5.7,7.0,76676.0,0.0,28.0,1,3.1,no,yes
1029,33,7,bachelor,HR,medium,north,male,white,single,hybrid,24.0,0,mid,2.9,8.5,5.6,4.2,68047.0,11.9,48.0,4,5.5,no,no
1030,51,18,master,Sales,medium,north,female,asian,single,on-site,21.0,3,mid,3.4,5.1,6.7,1.2,59231.0,4.2,28.0,6,4.5,no,no
1031,56,0,master,Operations,small,north,male,hispanic,married,remote,22.0,0,entry,2.1,7.7,7.3,5.0,101751.0,0.3,25.0,7,6.3,no,no
1032,44,28,bachelor,HR,large,west,male,white,single,remote,9.0,1,mid,2.9,3.7,4.1,3.0,104354.0,7.2,40.0,6,6.0,no,no
1033,35,34,master,Sales,large,east,male,white,divorced,remote,21.0,1,senior,3.4,2.9,4.0,1.3,72152.0,19.2,13.0,4,2.6,no,yes
1034,49,39,bachelor,Operations,medium,south,male,asian,single,remote,34.0,1,entry,2.3,2.7,3.4,5.2,56325.0,13.8,29.0,4,7.1,no,yes
1035,28,13,master,Operations,medium,north,female,black,single,hybrid,22.0,0,mid,2.4,4.2,5.9,2.9,49818.0,17.2,29.0,10,5.4,no,no
1036,25,34,bachelor,IT,large,west,male,black,single,hybrid,12.0,0,mid,3.4,1.3,4.2,5.1,78624.0,2.9,35.0,5,4.5,no,no
1037,49,19,bachelor,HR,small,west,female,black,single,remote,35.0,0,senior,4.2,3.5,5.9,3.5,45430.0,1.5,24.0,8,3.7,no,yes
1038,24,12,master,Operations,large,south,male,hispanic,married,on-site,27.0,2,senior,4.5,6.9,4.7,6.4,45893.0,0.2,28.0,8,4.1,no,no
1039,32,37,bachelor,Operations,small,east,female,hispanic,divorced,hybrid,28.0,2,senior,3.6,6.8,8.5,9.9,60315.0,19.1,31.0,3,5.3,no,no
1040,22,7,master,Sales,medium,north,male,asian,divorced,on-site,27.0,0,entry,3.4,1.7,1.7,5.9,80144.0,6.0,27.0,6,2.6,no,yes
1041,47,19,bachelor,IT,large,north,female,black,single,on-site,9.0,0,entry,3.2,3.6,6.1,6.8,99375.0,9.2,28.0,7,6.0,no,no
1042,51,32,high school,Finance,medium,west,female,asian,single,remote,26.0,1,entry,2.6,6.1,6.2,9.3,75016.0,7.9,38.0,6,5.2,no,no
1043,56,25,high school,IT,medium,east,nonbinary,black,married,hybrid,34.0,0,mid,2.4,3.9,4.5,4.4,79932.0,14.6,36.0,5,2.7,no,yes
1044,56,38,bachelor,Finance,medium,north,male,white,single,remote,15.0,2,senior,4.4,4.8,4.8,2.5,89653.0,6.2,35.0,6,1.3,no,yes
1045,46,20,bachelor,HR,medium,south,female,other,married,remote,1.0,2,executive,3.4,7.4,8.2,3.5,87788.0,10.7,14.0,2,6.4,no,no
1046,63,8,master,HR,small,east,male,other,divorced,on-site,24.0,2,mid,4.4,1.1,3.5,4.6,58961.0,19.9,34.0,4,1.0,no,yes
1047,47,23,high school,Operations,large,east,male,black,divorced,on-site,20.0,0,mid,4.1,3.5,8.8,6.8,87424.0,8.9,22.0,4,5.8,no,no
1048,25,36,master,HR,large,west,male,asian,married,on-site,5.0,0,mid,2.6,2.3,9.1,1.0,90636.0,11.0,50.0,2,4.2,no,no
1049,40,16,master,Operations,medium,west,male,hispanic,divorced,remote,26.0,2,entry,3.5,2.1,6.9,8.7,76214.0,10.1,30.0,3,4.2,no,no
1050,31,23,high school,IT,medium,north,nonbinary,black,single,remote,25.0,1,mid,3.3,9.6,8.0,1.7,72730.0,16.1,28.0,5,8.0,no,no
1051,30,20,master,HR,small,west,male,black,single,remote,5.0,1,mid,3.3,4.4,6.5,9.1,81989.0,5.3,45.0,5,8.3,no,no
1052,60,38,PhD,IT,small,east,female,hispanic,married,remote,39.0,2,executive,3.6,5.7,5.7,9.5,79900.0,3.4,42.0,5,1.1,no,yes
1053,58,38,master,IT,medium,north,female,black,divorced,remote,28.0,0,entry,4.9,7.6,9.7,9.9,32740.0,15.1,28.0,8,4.2,yes,no
1054,26,12,master,HR,large,north,female,white,divorced,remote,1.0,0,executive,4.4,1.4,3.5,8.3,78577.0,8.3,18.0,3,4.3,no,yes
1055,28,10,PhD,IT,medium,east,female,hispanic,married,remote,28.0,1,mid,4.7,3.2,2.4,2.3,93582.0,18.3,12.0,3,5.5,no,yes
1056,43,18,bachelor,HR,large,north,male,white,married,remote,28.0,3,entry,2.1,8.5,3.6,7.4,89773.0,12.9,20.0,5,2.4,no,yes
1057,46,10,bachelor,HR,small,south,female,other,divorced,hybrid,34.0,2,entry,2.4,8.8,6.5,2.8,77543.0,11.3,33.0,1,6.0,no,no
1058,63,12,master,HR,medium,south,male,hispanic,married,hybrid,14.0,1,entry,2.3,4.4,2.7,9.1,72961.0,1.4,29.0,5,1.0,no,yes
1059,32,0,bachelor,Finance,small,north,female,hispanic,single,hybrid,28.0,0,mid,2.8,4.4,9.2,3.8,62062.0,14.6,21.0,5,1.1,no,yes
1060,46,39,bachelor,IT,medium,west,female,asian,divorced,hybrid,18.0,2,entry,3.3,7.8,4.7,3.9,67710.0,13.7,26.0,3,8.7,no,no
1061,33,18,high school,Sales,small,south,nonbinary,asian,married,remote,14.0,2,mid,3.9,3.7,8.6,9.3,84547.0,12.8,47.0,4,6.3,no,no
1062,60,11,master,HR,large,north,male,hispanic,married,remote,11.0,1,executive,3.5,2.1,3.2,1.1,77691.0,5.4,41.0,5,1.0,no,yes
1063,38,7,high school,IT,small,south,male,other,married,on-site,1.0,0,mid,4.7,3.3,3.8,2.7,88075.0,18.9,48.0,4,2.2,no,yes
1064,45,7,PhD,Operations,large,west,male,black,divorced,on-site,25.0,2,senior,4.8,4.5,1.5,4.8,59614.0,6.4,23.0,8,1.2,no,yes
1065,53,11,bachelor,HR,medium,east,male,asian,single,hybrid,17.0,2,entry,2.5,1.5,3.3,7.3,91672.0,3.0,38.0,3,2.0,no,yes
1066,60,32,high school,HR,large,north,male,other,single,on-site,0.0,1,mid,4.6,5.3,5.4,6.8,57631.0,19.7,37.0,5,3.9,no,yes
1067,63,25,bachelor,Sales,medium,north,female,other,divorced,hybrid,21.0,0,entry,3.4,7.7,9.5,7.0,74056.0,14.9,45.0,7,7.0,no,no
1068,32,38,high school,Finance,large,north,male,asian,married,remote,32.0,7,senior,3.4,5.6,4.5,8.9,58762.0,8.3,30.0,8,5.7,no,no
1069,64,27,bachelor,Finance,small,north,female,black,divorced,remote,7.0,0,entry,4.4,1.6,6.8,2.1,68031.0,18.7,22.0,5,1.6,no,yes
1070,56,4,PhD,HR,large,north,female,asian,divorced,on-site,13.0,2,mid,2.3,5.0,4.8,5.7,110676.0,1.8,21.0,1,2.6,no,yes
1071,24,7,master,IT,large,north,female,other,married,remote,24.0,1,mid,4.6,7.4,1.4,7.5,80187.0,1.8,30.0,4,4.9,yes,yes
1072,25,24,high school,Operations,small,west,male,white,divorced,remote,0.0,0,mid,4.0,1.5,5.5,6.7,74504.0,13.6,31.0,3,2.1,no,yes
1073,57,26,high school,Operations,small,east,male,asian,single,hybrid,15.0,0,senior,4.6,1.5,1.6,5.0,98239.0,3.6,33.0,4,1.0,no,yes
1074,28,22,master,IT,medium,west,male,other,divorced,on-site,23.0,0,entry,5.0,4.3,9.0,1.2,30000.0,18.3,16.0,4,4.4,no,no
1075,62,29,PhD,HR,large,west,male,asian,married,remote,14.0,0,entry,3.6,2.8,7.8,1.5,66824.0,16.8,43.0,1,3.5,no,yes
1076,48,22,bachelor,Operations,medium,east,female,other,divorced,on-site,7.0,0,senior,2.3,9.4,4.4,2.1,60006.0,6.1,16.0,3,3.7,no,yes
1077,51,19,bachelor,Finance,medium,west,male,black,single,remote,7.0,1,mid,2.5,6.2,6.8,4.1,52849.0,17.8,43.0,10,6.8,no,no
1078,29,17,bachelor,IT,small,south,female,other,divorced,hybrid,4.0,0,mid,3.0,3.6,2.0,2.1,39427.0,0.9,27.0,2,3.1,no,yes
1079,49,17,master,Sales,small,west,female,hispanic,divorced,remote,14.0,0,entry,2.3,7.3,7.3,4.8,65618.0,11.0,48.0,4,9.4,no,no
1080,34,1,bachelor,HR,large,north,female,white,divorced,on-site,31.0,2,senior,4.4,4.4,8.4,2.6,83870.0,18.7,13.0,5,3.9,no,yes
1081,60,3,high school,IT,small,south,male,other,divorced,on-site,44.0,1,executive,2.9,2.2,8.4,8.0,67062.0,17.1,42.0,8,6.2,no,no
1082,61,29,high school,Operations,medium,south,male,asian,married,hybrid,20.0,2,mid,4.9,3.1,3.6,8.8,85978.0,7.1,20.0,4,6.7,no,yes
1083,42,32,master,HR,large,east,female,asian,single,remote,28.0,1,senior,4.1,6.8,3.4,4.5,71430.0,3.7,19.0,2,2.2,no,yes
1084,31,35,high school,Finance,small,west,female,other,single,hybrid,11.0,0,mid,2.5,1.5,5.7,5.6,93323.0,4.2,47.0,2,2.6,no,yes
1085,43,17,bachelor,HR,medium,west,male,hispanic,single,on-site,0.0,2,entry,3.4,3.5,9.7,9.6,59944.0,10.3,38.0,5,8.3,no,no
1086,21,36,bachelor,HR,small,south,male,other,divorced,hybrid,39.0,0,entry,3.4,2.9,9.3,5.8,32547.0,11.9,15.0,4,6.2,no,no
1087,57,18,high school,Finance,medium,west,male,black,single,remote,14.0,3,mid,3.5,2.8,4.2,10.0,38393.0,0.7,32.0,4,4.1,no,no
1088,41,27,high school,Finance,small,west,female,hispanic,married,remote,27.0,1,mid,3.6,7.1,8.0,2.3,60045.0,8.3,44.0,7,2.2,no,yes
1089,46,39,master,HR,large,east,male,other,divorced,hybrid,22.0,0,senior,2.1,8.4,9.3,8.8,52397.0,16.6,36.0,5,4.5,no,no
1090,56,19,master,Finance,medium,south,female,white,divorced,on-site,30.0,1,mid,4.1,7.4,3.3,5.5,58190.0,8.9,30.0,3,3.4,yes,yes
1091,43,32,master,IT,medium,north,male,hispanic,single,on-site,30.0,0,executive,3.5,6.8,8.5,1.2,92774.0,3.4,42.0,2,3.2,no,yes
1092,21,11,master,Finance,medium,south,female,other,divorced,hybrid,23.0,1,mid,4.4,9.2,3.4,9.8,39978.0,19.1,34.0,4,4.2,yes,yes
1093,60,14,bachelor,Finance,small,east,female,white,divorced,remote,24.0,0,mid,4.4,1.5,4.1,9.7,100163.0,5.3,13.0,5,1.0,no,yes
1094,35,38,master,HR,large,east,female,other,single,remote,32.0,0,entry,2.7,2.5,2.8,4.4,53884.0,16.0,31.0,4,1.0,no,yes
1095,41,1,bachelor,IT,medium,east,male,black,married,remote,16.0,1,mid,2.1,4.7,5.6,9.6,45120.0,3.9,35.0,3,3.2,no,yes
1096,29,28,bachelor,Sales,medium,west,male,asian,married,remote,36.0,0,senior,4.1,4.4,8.6,2.3,67233.0,8.5,32.0,5,4.6,no,no
1097,29,9,PhD,Sales,small,south,male,other,single,on-site,13.0,1,entry,4.9,4.8,5.8,7.1,99980.0,9.8,26.0,4,3.9,no,yes
1098,30,1,high school,Operations,medium,west,female,hispanic,married,remote,21.0,1,executive,3.3,2.9,2.1,2.7,55754.0,10.0,35.0,7,2.2,no,yes
1099,46,10,bachelor,Finance,small,west,female,other,married,hybrid,26.0,1,executive,2.8,2.3,3.3,3.2,57981.0,10.3,32.0,8,2.3,no,yes
1100,61,12,bachelor,Finance,medium,south,female,other,married,hybrid,4.0,0,mid,2.5,5.6,6.1,8.0,59317.0,4.5,10.0,5,1.7,no,yes
1101,55,9,high school,IT,small,east,male,other,divorced,hybrid,34.0,2,entry,2.9,9.4,6.2,4.4,93001.0,10.3,17.0,3,7.7,no,no
1102,45,13,high school,Sales,large,north,female,other,divorced,hybrid,25.0,4,entry,3.0,4.5,6.2,1.1,61077.0,9.6,33.0,7,4.9,no,no
1103,46,17,master,Operations,small,north,male,hispanic,divorced,remote,53.0,0,entry,3.3,1.4,1.7,4.7,78924.0,4.2,37.0,8,2.0,no,yes
1104,31,8,PhD,IT,large,south,female,hispanic,married,on-site,41.0,3,entry,4.0,7.4,7.8,3.1,72412.0,19.8,22.0,7,4.1,no,no
1105,58,38,bachelor,Finance,large,south,male,other,divorced,remote,20.0,0,mid,2.8,3.6,9.2,7.1,67800.0,17.3,37.0,6,8.0,no,no
1106,22,27,high school,Sales,small,east,female,asian,married,on-site,38.0,2,entry,2.2,3.2,5.6,2.8,60027.0,17.8,35.0,6,1.2,no,yes
1107,27,2,high school,Operations,medium,south,male,other,single,remote,28.0,2,senior,3.1,3.9,7.5,8.6,109380.0,13.7,28.0,1,7.1,no,no
1108,38,19,master,HR,small,south,male,hispanic,married,on-site,22.0,2,entry,4.6,7.5,9.2,3.4,125841.0,3.2,34.0,3,4.0,yes,no
1109,47,5,bachelor,Sales,medium,east,female,black,divorced,hybrid,3.0,0,entry,3.5,8.4,6.8,4.5,52331.0,11.4,34.0,3,8.1,no,no
1110,54,26,bachelor,Operations,large,east,male,other,married,hybrid,6.0,1,mid,4.9,6.3,7.1,3.7,48572.0,16.4,39.0,4,5.7,no,no
1111,47,1,bachelor,IT,medium,west,female,other,divorced,on-site,20.0,0,executive,3.5,3.9,7.5,6.8,70816.0,0.8,39.0,2,6.6,no,no
1112,37,28,bachelor,HR,medium,south,female,other,divorced,on-site,15.0,1,mid,2.8,3.8,3.3,1.9,30000.0,9.9,20.0,10,2.9,no,yes
1113,63,37,bachelor,Operations,small,north,female,other,single,on-site,22.0,1,mid,2.6,2.1,6.2,5.3,70966.0,7.9,23.0,4,4.4,no,no
1114,64,2,master,Operations,medium,south,male,white,single,hybrid,34.0,2,senior,4.1,9.4,8.6,4.0,110144.0,4.2,45.0,4,6.3,yes,no
1115,44,15,bachelor,Finance,small,north,female,other,divorced,hybrid,29.0,1,senior,3.6,6.7,3.7,9.0,58022.0,7.6,39.0,7,2.9,no,yes
1116,45,29,bachelor,Sales,large,north,female,hispanic,married,remote,13.0,0,senior,3.8,1.2,9.1,1.7,91609.0,19.7,36.0,3,5.6,no,no
1117,27,39,bachelor,Finance,medium,north,male,hispanic,single,on-site,29.0,2,entry,4.3,7.0,6.6,8.5,99387.0,14.5,38.0,4,5.2,no,no
1118,26,1,master,HR,large,west,female,white,single,on-site,11.0,3,senior,4.2,5.0,4.8,2.5,52768.0,6.0,41.0,5,3.6,no,yes
1119,44,16,bachelor,Operations,small,east,male,other,divorced,on-site,9.0,1,entry,2.1,9.8,6.6,1.8,73566.0,12.1,31.0,7,2.1,no,yes
1120,53,11,high school,Finance,medium,east,male,asian,married,hybrid,24.0,0,senior,4.4,8.4,4.6,2.8,77082.0,4.9,26.0,6,4.1,yes,no
1121,49,34,bachelor,Sales,medium,west,male,other,single,on-site,12.0,1,entry,3.6,2.5,8.5,1.9,84578.0,12.2,36.0,4,4.5,no,no
1122,63,0,high school,HR,small,east,male,hispanic,single,on-site,14.0,0,senior,3.2,7.5,5.3,5.7,86036.0,17.9,30.0,4,8.4,no,no
1123,42,14,master,IT,medium,west,male,black,married,hybrid,30.0,0,executive,3.6,5.4,9.1,9.9,92450.0,11.1,45.0,6,6.2,no,no
1124,46,25,bachelor,Finance,large,south,female,black,single,on-site,27.0,0,entry,3.8,2.7,5.6,1.3,54358.0,14.7,45.0,2,2.1,no,yes
1125,48,36,PhD,HR,large,west,female,asian,married,remote,16.0,4,executive,2.4,7.3,6.9,5.2,73480.0,9.1,39.0,3,4.0,no,no
1126,41,20,high school,IT,medium,east,male,other,divorced,hybrid,4.0,1,entry,3.3,5.9,10.0,4.5,99648.0,10.5,17.0,6,4.4,no,no
1127,27,30,master,Finance,medium,east,female,white,single,hybrid,13.0,0,entry,3.0,1.3,2.3,4.1,101810.0,13.9,19.0,2,5.5,no,yes
1128,37,24,bachelor,HR,small,south,female,other,divorced,hybrid,39.0,1,mid,3.1,6.8,7.6,4.0,74502.0,16.2,17.0,4,3.0,no,yes
1129,40,22,master,HR,large,west,female,asian,married,remote,30.0,2,executive,2.3,6.7,2.2,9.1,59368.0,13.2,32.0,4,3.7,no,yes
1130,61,23,bachelor,Finance,small,south,female,asian,divorced,hybrid,34.0,2,mid,2.5,2.3,8.5,1.2,90705.0,19.5,39.0,6,6.3,no,no
1131,40,37,bachelor,HR,large,north,female,asian,divorced,hybrid,23.0,3,mid,2.5,4.1,6.4,8.0,80724.0,16.4,27.0,5,7.1,no,no
1132,42,27,master,Operations,medium,west,male,black,divorced,hybrid,16.0,1,mid,3.1,6.3,9.4,3.3,80293.0,15.5,24.0,4,10.0,no,no
1133,48,20,high school,Finance,medium,south,male,other,married,hybrid,29.0,1,executive,4.7,2.2,8.8,4.4,85515.0,16.9,31.0,5,6.3,no,no
1134,60,17,high school,HR,large,south,male,other,married,remote,33.0,0,senior,2.6,8.7,1.7,4.8,50986.0,5.6,22.0,9,4.6,no,yes
1135,27,35,bachelor,IT,small,east,female,white,married,on-site,15.0,0,entry,3.2,1.2,2.2,3.7,86943.0,8.6,33.0,9,3.0,no,yes
1136,21,34,bachelor,IT,medium,west,male,asian,married,on-site,13.0,3,entry,2.9,1.9,6.4,1.8,73091.0,11.3,28.0,8,1.0,no,yes
1137,52,8,high school,Operations,medium,north,female,asian,married,hybrid,5.0,0,entry,4.4,2.0,5.7,2.0,92830.0,9.2,23.0,7,2.5,no,yes
1138,33,37,high school,Finance,small,north,male,hispanic,single,remote,13.0,0,mid,2.2,5.8,2.5,3.7,70409.0,16.9,31.0,6,1.3,no,yes
1139,50,29,high school,HR,medium,west,female,hispanic,single,hybrid,27.0,1,entry,2.6,6.6,2.2,8.4,81668.0,0.5,39.0,5,7.2,no,yes
1140,43,33,master,HR,medium,west,male,black,single,on-site,14.0,2,entry,2.6,4.6,6.1,2.2,79147.0,4.2,15.0,3,1.0,no,yes
1141,39,31,bachelor,IT,large,south,male,other,divorced,on-site,29.0,1,senior,5.0,3.6,1.4,7.7,59081.0,17.6,32.0,4,2.5,no,yes
1142,52,2,master,Operations,small,east,male,white,divorced,remote,40.0,2,entry,3.7,8.3,8.9,3.6,51965.0,1.2,9.0,6,3.8,no,yes
1143,50,2,PhD,IT,large,east,male,white,married,on-site,20.0,0,mid,2.4,1.6,8.3,9.0,86133.0,4.5,27.0,2,6.8,no,no
1144,49,27,bachelor,IT,small,east,male,asian,married,hybrid,20.0,2,entry,2.8,3.5,8.1,4.9,52863.0,7.0,37.0,5,4.8,no,no
1145,49,14,high school,Operations,small,west,female,white,single,remote,25.0,2,entry,2.5,1.4,1.1,2.5,63279.0,15.0,40.0,2,1.2,no,yes
1146,50,22,high school,Finance,small,east,male,asian,married,on-site,14.0,1,entry,2.4,1.1,1.4,9.9,62674.0,11.2,25.0,0,1.0,no,yes
1147,36,39,high school,HR,small,south,male,other,divorced,hybrid,14.0,2,mid,4.4,4.2,5.9,2.6,77342.0,19.1,25.0,9,6.4,no,no
